scenario_mode,load_level,rb_budget_ratio,seed,test_index,kmax,feature_mode,method,pairwise_accuracy,ari,nmi,teacher_groups,predicted_groups,training_loads
ambiguous,light,0.5,9,11,3,history_cost,Multi-feature k-means,0.8007246376811594,0.5961477067149091,0.735621080980445,3,3,light+medium
ambiguous,light,0.5,9,11,3,history_cost,LE-GRA MVP,0.48188405797101447,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,12,3,history_cost,Multi-feature k-means,0.4782608695652174,-0.05764010857416568,0.0028880029419294066,3,2,light+medium
ambiguous,light,0.5,9,12,3,history_cost,LE-GRA MVP,0.4891304347826087,-0.027241051631295542,0.029252883238411142,3,2,light+medium
ambiguous,light,0.5,9,13,3,history_cost,Multi-feature k-means,0.9420289855072463,0.8824969400244798,0.8428345581204094,3,3,light+medium
ambiguous,light,0.5,9,13,3,history_cost,LE-GRA MVP,0.855072463768116,0.7045126063915207,0.6695314792878182,3,3,light+medium
ambiguous,light,0.5,9,14,3,history_cost,Multi-feature k-means,0.37318840579710144,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,14,3,history_cost,LE-GRA MVP,0.37318840579710144,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,15,3,history_cost,Multi-feature k-means,0.8478260869565217,0.6915216349992016,0.7251757027253889,3,3,light+medium
ambiguous,light,0.5,9,15,3,history_cost,LE-GRA MVP,0.9347826086956522,0.8665162018378205,0.8410379357401508,3,3,light+medium
ambiguous,light,0.5,9,16,3,history_cost,Multi-feature k-means,0.39492753623188404,0.04078914509281609,0.20060079389023006,3,2,light+medium
ambiguous,light,0.5,9,16,3,history_cost,LE-GRA MVP,0.5217391304347826,0.0962940913826462,0.26354207176852185,3,3,light+medium
ambiguous,light,0.5,9,17,3,history_cost,Multi-feature k-means,0.7753623188405797,0.5479951397326852,0.5779764908176217,3,2,light+medium
ambiguous,light,0.5,9,17,3,history_cost,LE-GRA MVP,0.6376811594202898,0.24528301886792453,0.3791617911106697,3,3,light+medium
ambiguous,light,0.5,9,18,3,history_cost,Multi-feature k-means,0.7681159420289855,0.5232903330274734,0.6079168322989245,3,3,light+medium
ambiguous,light,0.5,9,18,3,history_cost,LE-GRA MVP,0.9492753623188406,0.8987262148136499,0.8769709145195549,3,2,light+medium
ambiguous,light,0.5,9,19,3,history_cost,Multi-feature k-means,0.6557971014492754,0.33687405159332323,0.48091769561195696,3,3,light+medium
ambiguous,light,0.5,9,19,3,history_cost,LE-GRA MVP,0.7355072463768116,0.48470588235294115,0.53940067366549,3,3,light+medium
ambiguous,medium,0.25,9,0,3,history_cost,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,9,0,3,history_cost,LE-GRA MVP,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,9,1,3,history_cost,Multi-feature k-means,0.8405797101449275,0.676056338028169,0.6266172073486219,2,2,light+medium
ambiguous,medium,0.25,9,1,3,history_cost,LE-GRA MVP,0.9166666666666666,0.8281909710945112,0.7598737418084625,2,2,light+medium
ambiguous,medium,0.25,9,2,3,history_cost,Multi-feature k-means,0.4855072463768116,-0.03196587498025177,0.07616191456978497,3,2,light+medium
ambiguous,medium,0.25,9,2,3,history_cost,LE-GRA MVP,0.4601449275362319,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,9,3,3,history_cost,Multi-feature k-means,0.7101449275362319,0.42074610420273884,0.48443826032763593,2,2,light+medium
ambiguous,medium,0.25,9,3,3,history_cost,LE-GRA MVP,0.6086956521739131,0.21636258478363748,0.18631890837182793,2,2,light+medium
ambiguous,medium,0.25,9,4,3,history_cost,Multi-feature k-means,1.0,1.0,1.0,3,3,light+medium
ambiguous,medium,0.25,9,4,3,history_cost,LE-GRA MVP,0.7681159420289855,0.5080213903743316,0.6837691664793775,3,3,light+medium
ambiguous,medium,0.25,9,5,3,history_cost,Multi-feature k-means,0.6557971014492754,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,5,3,history_cost,LE-GRA MVP,0.6557971014492754,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,6,3,history_cost,Multi-feature k-means,0.6304347826086957,0.24114507520621062,0.4265383288322028,3,3,light+medium
ambiguous,medium,0.25,9,6,3,history_cost,LE-GRA MVP,0.7898550724637681,0.5695154090249019,0.584254867150534,3,3,light+medium
ambiguous,medium,0.25,9,7,3,history_cost,Multi-feature k-means,0.7101449275362319,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,7,3,history_cost,LE-GRA MVP,0.7101449275362319,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,8,3,history_cost,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,8,3,history_cost,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,9,3,history_cost,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,9,3,history_cost,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,10,3,history_cost,Multi-feature k-means,0.7101449275362319,0.4221105527638191,0.47913876749186385,2,2,light+medium
ambiguous,medium,0.25,9,10,3,history_cost,LE-GRA MVP,0.9166666666666666,0.8330703692016409,0.7793006979193456,2,2,light+medium
ambiguous,medium,0.25,9,11,3,history_cost,Multi-feature k-means,0.8405797101449275,0.676056338028169,0.6266172073486219,2,2,light+medium
ambiguous,medium,0.25,9,11,3,history_cost,LE-GRA MVP,0.9166666666666666,0.8316537604752308,0.7712207797821039,2,2,light+medium
ambiguous,medium,0.25,9,12,3,history_cost,Multi-feature k-means,0.4855072463768116,-0.009634705548972186,0.15001718135393102,3,2,light+medium
ambiguous,medium,0.25,9,12,3,history_cost,LE-GRA MVP,0.5108695652173914,0.029181865554976528,0.07179278766138966,3,2,light+medium
ambiguous,medium,0.25,9,13,3,history_cost,Multi-feature k-means,0.8623188405797102,0.7195571955719557,0.6814273271852466,3,3,light+medium
ambiguous,medium,0.25,9,13,3,history_cost,LE-GRA MVP,0.9130434782608695,0.8214459000485201,0.8117675095609492,3,3,light+medium
ambiguous,medium,0.25,9,14,3,history_cost,Multi-feature k-means,0.7717391304347826,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,14,3,history_cost,LE-GRA MVP,0.7717391304347826,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,15,3,history_cost,Multi-feature k-means,0.9565217391304348,0.9108958837772398,0.8866662832585234,3,3,light+medium
ambiguous,medium,0.25,9,15,3,history_cost,LE-GRA MVP,0.8188405797101449,0.6221455561031706,0.649012147645357,3,3,light+medium
ambiguous,medium,0.25,9,16,3,history_cost,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,16,3,history_cost,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,17,3,history_cost,Multi-feature k-means,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,17,3,history_cost,LE-GRA MVP,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,18,3,history_cost,Multi-feature k-means,0.7608695652173914,0.5269308679166883,0.5204208250521145,3,2,light+medium
ambiguous,medium,0.25,9,18,3,history_cost,LE-GRA MVP,0.7608695652173914,0.5083931559345819,0.5605279911665408,3,3,light+medium
ambiguous,medium,0.25,9,19,3,history_cost,Multi-feature k-means,0.8913043478260869,0.7694235588972431,0.7470129667546934,3,3,light+medium
ambiguous,medium,0.25,9,19,3,history_cost,LE-GRA MVP,0.8985507246376812,0.7886792452830189,0.7492278660745777,3,3,light+medium
ambiguous,light,0.5,17,0,3,history_cost,Multi-feature k-means,0.6268115942028986,0.28364076201995764,0.44313846862042694,2,3,light+medium
ambiguous,light,0.5,17,0,3,history_cost,LE-GRA MVP,1.0,1.0,0.9999999999999998,2,2,light+medium
ambiguous,light,0.5,17,1,3,history_cost,Multi-feature k-means,0.34782608695652173,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,1,3,history_cost,LE-GRA MVP,0.34782608695652173,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,2,3,history_cost,Multi-feature k-means,0.8188405797101449,0.5929923907273049,0.6463723788134287,3,3,light+medium
ambiguous,light,0.5,17,2,3,history_cost,LE-GRA MVP,0.7644927536231884,0.52129362792187,0.5984707580645404,3,2,light+medium
ambiguous,light,0.5,17,3,3,history_cost,Multi-feature k-means,0.5471014492753623,0.09277374566109181,0.3065479561726144,3,2,light+medium
ambiguous,light,0.5,17,3,3,history_cost,LE-GRA MVP,0.7536231884057971,0.5037283833095352,0.507746415494627,3,3,light+medium
ambiguous,light,0.5,17,4,3,history_cost,Multi-feature k-means,0.358695652173913,-0.04108771630722019,0.12587315667599888,3,2,light+medium
ambiguous,light,0.5,17,4,3,history_cost,LE-GRA MVP,0.5289855072463768,-0.025553078374206832,0.02766764849564309,3,3,light+medium
ambiguous,light,0.5,17,5,3,history_cost,Multi-feature k-means,0.9456521739130435,0.8915889808316749,0.8962694224204701,3,2,light+medium
ambiguous,light,0.5,17,5,3,history_cost,LE-GRA MVP,0.8695652173913043,0.7393357468912325,0.7023028319664629,3,2,light+medium
ambiguous,light,0.5,17,6,3,history_cost,Multi-feature k-means,0.4855072463768116,-0.05021705343265982,0.11825767131669483,3,3,light+medium
ambiguous,light,0.5,17,6,3,history_cost,LE-GRA MVP,0.5072463768115942,0.086670884227943,0.11200473707092905,3,2,light+medium
ambiguous,light,0.5,17,7,3,history_cost,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,7,3,history_cost,LE-GRA MVP,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,8,3,history_cost,Multi-feature k-means,0.8731884057971014,0.743712193568927,0.7135349768379503,3,3,light+medium
ambiguous,light,0.5,17,8,3,history_cost,LE-GRA MVP,0.7101449275362319,0.3915343915343915,0.5317477931342152,3,3,light+medium
ambiguous,light,0.5,17,9,3,history_cost,Multi-feature k-means,0.5036231884057971,0.024156085475379417,0.12193921692196037,2,3,light+medium
ambiguous,light,0.5,17,9,3,history_cost,LE-GRA MVP,0.6086956521739131,0.0,0.0,2,1,light+medium
ambiguous,light,0.5,17,10,3,history_cost,Multi-feature k-means,0.7391304347826086,0.4717422510500292,0.510728847348287,3,2,light+medium
ambiguous,light,0.5,17,10,3,history_cost,LE-GRA MVP,0.5036231884057971,0.07568201818715167,0.31879779460738406,3,2,light+medium
ambiguous,light,0.5,17,11,3,history_cost,Multi-feature k-means,0.5797101449275363,0.1034444133295996,0.2261531536334175,3,3,light+medium
ambiguous,light,0.5,17,11,3,history_cost,LE-GRA MVP,0.5253623188405797,-0.043643921025285776,0.03893683985723476,3,3,light+medium
ambiguous,light,0.5,17,12,3,history_cost,Multi-feature k-means,0.6268115942028986,0.28364076201995764,0.44313846862042694,3,2,light+medium
ambiguous,light,0.5,17,12,3,history_cost,LE-GRA MVP,0.6992753623188406,0.3223287184948527,0.38472790633167764,3,3,light+medium
ambiguous,light,0.5,17,13,3,history_cost,Multi-feature k-means,0.8731884057971014,0.7454411299673237,0.6687410411979475,3,2,light+medium
ambiguous,light,0.5,17,13,3,history_cost,LE-GRA MVP,0.6666666666666666,0.34560074222978193,0.5350509163563224,3,3,light+medium
ambiguous,light,0.5,17,14,3,history_cost,Multi-feature k-means,0.6884057971014492,0.3601811418405305,0.4329756671799839,3,3,light+medium
ambiguous,light,0.5,17,14,3,history_cost,LE-GRA MVP,0.6630434782608695,0.33756580984825024,0.37391014669882694,3,2,light+medium
ambiguous,light,0.5,17,15,3,history_cost,Multi-feature k-means,0.6413043478260869,0.2536873156342183,0.43293639260367295,3,3,light+medium
ambiguous,light,0.5,17,15,3,history_cost,LE-GRA MVP,0.6630434782608695,0.2947576656775469,0.43220909887565406,3,3,light+medium
ambiguous,light,0.5,17,16,3,history_cost,Multi-feature k-means,0.5362318840579711,0.055350553505535055,0.12795624120074137,3,3,light+medium
ambiguous,light,0.5,17,16,3,history_cost,LE-GRA MVP,0.5072463768115942,-0.05019305019305019,0.011220220936524925,3,3,light+medium
ambiguous,light,0.5,17,17,3,history_cost,Multi-feature k-means,0.9239130434782609,0.8420019627085378,0.8462283624965931,3,3,light+medium
ambiguous,light,0.5,17,17,3,history_cost,LE-GRA MVP,0.8260869565217391,0.6273417721518988,0.6588230992184116,3,3,light+medium
ambiguous,light,0.5,17,18,3,history_cost,Multi-feature k-means,0.6992753623188406,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,18,3,history_cost,LE-GRA MVP,0.6195652173913043,0.08603507001387668,0.19850890954025954,3,2,light+medium
ambiguous,light,0.5,17,19,3,history_cost,Multi-feature k-means,0.8768115942028986,0.7485126226081363,0.8109571789891111,3,2,light+medium
ambiguous,light,0.5,17,19,3,history_cost,LE-GRA MVP,0.6086956521739131,0.23651452282157678,0.3885884401789383,3,3,light+medium
ambiguous,medium,0.25,17,0,3,history_cost,Multi-feature k-means,0.8804347826086957,0.7526881720430108,0.7965917800763678,3,3,light+medium
ambiguous,medium,0.25,17,0,3,history_cost,LE-GRA MVP,0.6739130434782609,0.3205317577548006,0.4801547088660325,3,3,light+medium
ambiguous,medium,0.25,17,1,3,history_cost,Multi-feature k-means,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,1,3,history_cost,LE-GRA MVP,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,2,3,history_cost,Multi-feature k-means,0.4927536231884058,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,2,3,history_cost,LE-GRA MVP,0.4927536231884058,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,3,3,history_cost,Multi-feature k-means,1.0,1.0,1.0,2,2,light+medium
ambiguous,medium,0.25,17,3,3,history_cost,LE-GRA MVP,0.5688405797101449,0.14920733602735473,0.2890367294254291,2,2,light+medium
ambiguous,medium,0.25,17,4,3,history_cost,Multi-feature k-means,0.7065217391304348,-0.08503203261502593,0.02412973175621317,3,2,light+medium
ambiguous,medium,0.25,17,4,3,history_cost,LE-GRA MVP,0.8369565217391305,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,5,3,history_cost,Multi-feature k-means,0.48188405797101447,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,5,3,history_cost,LE-GRA MVP,0.8405797101449275,0.6814103573115063,0.6576884190648897,2,2,light+medium
ambiguous,medium,0.25,17,6,3,history_cost,Multi-feature k-means,0.6340579710144928,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,6,3,history_cost,LE-GRA MVP,0.5362318840579711,-0.012089612101071436,0.08058088922642366,3,2,light+medium
ambiguous,medium,0.25,17,7,3,history_cost,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,7,3,history_cost,LE-GRA MVP,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,8,3,history_cost,Multi-feature k-means,0.644927536231884,0.28884682126518385,0.3834235399489019,3,2,light+medium
ambiguous,medium,0.25,17,8,3,history_cost,LE-GRA MVP,0.605072463768116,0.21089077746301538,0.3440068783110784,3,2,light+medium
ambiguous,medium,0.25,17,9,3,history_cost,Multi-feature k-means,0.6086956521739131,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,9,3,history_cost,LE-GRA MVP,0.6086956521739131,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,10,3,history_cost,Multi-feature k-means,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,10,3,history_cost,LE-GRA MVP,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,11,3,history_cost,Multi-feature k-means,0.5471014492753623,0.1630276564774382,0.2906113924964639,3,3,light+medium
ambiguous,medium,0.25,17,11,3,history_cost,LE-GRA MVP,0.6956521739130435,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,12,3,history_cost,Multi-feature k-means,0.7717391304347826,0.5443873807776963,0.545228008856072,2,2,light+medium
ambiguous,medium,0.25,17,12,3,history_cost,LE-GRA MVP,0.4927536231884058,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,13,3,history_cost,Multi-feature k-means,0.6884057971014492,0.4075183465628276,0.6357622725700877,3,3,light+medium
ambiguous,medium,0.25,17,13,3,history_cost,LE-GRA MVP,0.6739130434782609,0.38255033557046986,0.6302531458684573,3,3,light+medium
ambiguous,medium,0.25,17,14,3,history_cost,Multi-feature k-means,0.7101449275362319,0.4231673546162286,0.4699285490644171,2,2,light+medium
ambiguous,medium,0.25,17,14,3,history_cost,LE-GRA MVP,0.7717391304347826,0.5446737194930344,0.5553500579538704,2,2,light+medium
ambiguous,medium,0.25,17,15,3,history_cost,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,17,15,3,history_cost,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,17,16,3,history_cost,Multi-feature k-means,0.44565217391304346,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,16,3,history_cost,LE-GRA MVP,0.5434782608695652,0.08910891089108908,0.3121935165082028,3,2,light+medium
ambiguous,medium,0.25,17,17,3,history_cost,Multi-feature k-means,0.6630434782608695,0.3214550068732156,0.47881607547788557,3,3,light+medium
ambiguous,medium,0.25,17,17,3,history_cost,LE-GRA MVP,0.6231884057971014,0.23696102929448665,0.4491909032577819,3,3,light+medium
ambiguous,medium,0.25,17,18,3,history_cost,Multi-feature k-means,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,18,3,history_cost,LE-GRA MVP,0.6557971014492754,-0.0594795539033455,0.027834908229523173,2,2,light+medium
ambiguous,medium,0.25,17,19,3,history_cost,Multi-feature k-means,0.5688405797101449,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,19,3,history_cost,LE-GRA MVP,0.5688405797101449,0.0,0.0,2,1,light+medium
ambiguous,light,0.5,23,0,3,history_cost,Multi-feature k-means,0.5869565217391305,0.2344153000145993,0.4152730891350569,2,3,light+medium
ambiguous,light,0.5,23,0,3,history_cost,LE-GRA MVP,0.6811594202898551,0.42113542113542113,0.6979299799552576,2,3,light+medium
ambiguous,light,0.5,23,1,3,history_cost,Multi-feature k-means,0.532608695652174,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,1,3,history_cost,LE-GRA MVP,0.532608695652174,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,2,3,history_cost,Multi-feature k-means,0.6702898550724637,0.32023384215654427,0.4613694487178435,3,3,light+medium
ambiguous,light,0.5,23,2,3,history_cost,LE-GRA MVP,0.6992753623188406,0.3718328397499178,0.5062163743100705,3,3,light+medium
ambiguous,light,0.5,23,3,3,history_cost,Multi-feature k-means,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,3,3,history_cost,LE-GRA MVP,0.4963768115942029,-0.061068702290076333,0.052040116941752056,3,3,light+medium
ambiguous,light,0.5,23,4,3,history_cost,Multi-feature k-means,0.7717391304347826,0.4346468981662113,0.40755154869077814,3,2,light+medium
ambiguous,light,0.5,23,4,3,history_cost,LE-GRA MVP,0.5434782608695652,0.15768056968463884,0.34276854979506827,3,3,light+medium
ambiguous,light,0.5,23,5,3,history_cost,Multi-feature k-means,0.48188405797101447,-0.04181184668989548,0.006996768153785553,3,2,light+medium
ambiguous,light,0.5,23,5,3,history_cost,LE-GRA MVP,0.5144927536231884,-0.019236069007330638,0.03735877379506488,3,3,light+medium
ambiguous,light,0.5,23,6,3,history_cost,Multi-feature k-means,0.6847826086956522,0.3806870937790158,0.3635032325238267,3,2,light+medium
ambiguous,light,0.5,23,6,3,history_cost,LE-GRA MVP,0.6268115942028986,0.21892515661061648,0.3162809343592778,3,3,light+medium
ambiguous,light,0.5,23,7,3,history_cost,Multi-feature k-means,0.48188405797101447,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,7,3,history_cost,LE-GRA MVP,0.48188405797101447,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,8,3,history_cost,Multi-feature k-means,0.6376811594202898,0.29227139853325806,0.43098726241650714,3,3,light+medium
ambiguous,light,0.5,23,8,3,history_cost,LE-GRA MVP,0.5978260869565217,0.2159893540792302,0.40731070049943063,3,3,light+medium
ambiguous,light,0.5,23,9,3,history_cost,Multi-feature k-means,0.4673913043478261,0.08398807911135195,0.2108049043396271,3,2,light+medium
ambiguous,light,0.5,23,9,3,history_cost,LE-GRA MVP,0.6521739130434783,0.23691031622602382,0.34940127727671966,3,3,light+medium
ambiguous,light,0.5,23,10,3,history_cost,Multi-feature k-means,0.5760869565217391,0.19407008086253374,0.37985511461974664,2,3,light+medium
ambiguous,light,0.5,23,10,3,history_cost,LE-GRA MVP,0.6123188405797102,0.2159923542529468,0.34566365540459104,2,3,light+medium
ambiguous,light,0.5,23,11,3,history_cost,Multi-feature k-means,0.4891304347826087,-0.02659069325735997,0.07705293773214854,3,3,light+medium
ambiguous,light,0.5,23,11,3,history_cost,LE-GRA MVP,0.5108695652173914,0.022662889518413547,0.16737016915443614,3,2,light+medium
ambiguous,light,0.5,23,12,3,history_cost,Multi-feature k-means,0.5362318840579711,0.07143983598801457,0.27673634873147984,3,2,light+medium
ambiguous,light,0.5,23,12,3,history_cost,LE-GRA MVP,0.4963768115942029,0.008067018305926205,0.2948361102451067,3,3,light+medium
ambiguous,light,0.5,23,13,3,history_cost,Multi-feature k-means,0.6014492753623188,0.1598870994521003,0.11335791826982973,3,2,light+medium
ambiguous,light,0.5,23,13,3,history_cost,LE-GRA MVP,0.6014492753623188,0.1598870994521003,0.11335791826982973,3,2,light+medium
ambiguous,light,0.5,23,14,3,history_cost,Multi-feature k-means,0.6376811594202898,0.2701887989846105,0.3445794210291724,3,3,light+medium
ambiguous,light,0.5,23,14,3,history_cost,LE-GRA MVP,0.7753623188405797,0.5475170553704585,0.5146255179359488,3,2,light+medium
ambiguous,light,0.5,23,15,3,history_cost,Multi-feature k-means,0.4927536231884058,-0.007036747458952316,0.06906739769687996,3,3,light+medium
ambiguous,light,0.5,23,15,3,history_cost,LE-GRA MVP,0.4855072463768116,-0.022382219439661875,0.06088743178934293,3,3,light+medium
ambiguous,light,0.5,23,16,3,history_cost,Multi-feature k-means,0.35144927536231885,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,16,3,history_cost,LE-GRA MVP,0.5652173913043478,0.03254074896301921,0.13478347884389905,3,3,light+medium
ambiguous,light,0.5,23,17,3,history_cost,Multi-feature k-means,0.7934782608695652,0.5735660847880298,0.6856855447392299,3,3,light+medium
ambiguous,light,0.5,23,17,3,history_cost,LE-GRA MVP,0.5652173913043478,0.22933730454206994,0.5588487823476311,3,2,light+medium
ambiguous,light,0.5,23,18,3,history_cost,Multi-feature k-means,0.9311594202898551,0.8626218170386671,0.8496613500636985,3,3,light+medium
ambiguous,light,0.5,23,18,3,history_cost,LE-GRA MVP,0.9311594202898551,0.8615774469433007,0.854777551825845,3,3,light+medium
ambiguous,light,0.5,23,19,3,history_cost,Multi-feature k-means,0.9166666666666666,0.8281909710945112,0.7598737418084625,2,2,light+medium
ambiguous,light,0.5,23,19,3,history_cost,LE-GRA MVP,0.7101449275362319,0.4626168224299065,0.7223998094082265,2,3,light+medium
ambiguous,medium,0.25,23,0,3,history_cost,Multi-feature k-means,0.6557971014492754,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,0,3,history_cost,LE-GRA MVP,0.6557971014492754,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,1,3,history_cost,Multi-feature k-means,0.7644927536231884,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,1,3,history_cost,LE-GRA MVP,0.7644927536231884,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,2,3,history_cost,Multi-feature k-means,0.48188405797101447,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,2,3,history_cost,LE-GRA MVP,0.7717391304347826,0.543238415467059,0.5648391060202322,2,2,light+medium
ambiguous,medium,0.25,23,3,3,history_cost,Multi-feature k-means,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,3,3,history_cost,LE-GRA MVP,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,4,3,history_cost,Multi-feature k-means,0.5108695652173914,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,4,3,history_cost,LE-GRA MVP,0.7101449275362319,0.42001576044129235,0.32876958535323225,2,2,light+medium
